,A01_01,A26_01,A26_02,A26_03,A30_02,A30_03,A30_04,A32_01,A30_01,A29_02,A02_01,A02_02,A02_03,A02_04,A02_05,A02_06,A02_07,A02_14,A02_17,A68_02,A69_01,A03_01,A11_01,A31_01,A33_01,A33_03,A66_01,A68_01,A74_01,A23_01,A24_02,B07_02,B07_03,B07_05,B15_08,B35_01,B35_03,B42_01,B51_01,B51_02,B51_03,B53_01,B54_01,B55_01,B55_02,B56_01,B67_01,B78_01,B08_01,B08_02,B14_02,B15_03,B15_09,B15_10,B15_18,B27_02,B27_03,B27_04,B27_05,B27_06,B27_07,B27_09,B38_01,B39_01,B39_02,B39_09,B48_01,B73_01,B18_01,B37_01,B40_01,B40_02,B40_06,B44_02,B44_03,B45_01,B15_16,B15_17,B57_01,B57_02,B58_01,B58_02,B15_01,B15_02,B15_12,B15_13,B46_01,B52_01,C01_02,C03_02,C07_02,C08_01,C08_02,C12_02,C14_02,C16_01,C16_04,C02_02,C03_07,C03_15,C04_01,C05_01,C06_02,C07_07,C12_04,C12_05,C15_02,C16_02,C17_01,C18_01
C01_02,153.08,142.77,214.48,143.97,250.65,250.65,246.1,166.66,337.42,202.52,266.39,334.3,329.99,182.79,300.07,308.5,104.92,260.77,135.46,249.84,203.01,241.25,267.86,298.06,229.58,262.08,168.13,311.63,170.56,170.32,150.23,171.2,177.37,206.17,123.82,186.3,115.53,200.39,116.5,114.21,115.04,154.95,175.49,136.77,159.89,142.74,169.49,122.01,188.23,107.86,119.16,345.68,114.86,115.97,138.37,137.83,136.38,133.23,230.71,135.34,237.23,148.98,137.47,162.78,237.21,109.71,113.45,155.19,185.36,163.0,191.38,231.29,185.07,188.73,188.62,209.41,165.77,253.93,188.29,147.01,230.46,118.51,242.92,189.69,177.64,132.2,101.29,115.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C03_02,224.09,215.7,194.83,212.92,213.28,213.28,205.55,201.09,327.68,203.96,292.79,330.13,331.08,247.24,280.85,289.79,257.58,252.55,233.09,262.95,234.7,291.15,307.8,332.34,301.4,314.31,216.56,333.68,262.72,238.96,243.37,238.87,225.57,240.46,183.33,177.61,233.22,231.92,233.05,228.16,254.85,216.24,255.58,249.48,256.74,253.79,215.91,218.37,232.97,242.78,217.27,235.66,237.3,249.04,199.77,268.96,262.93,263.76,287.28,248.51,281.44,252.42,245.87,232.53,235.97,248.19,239.68,268.98,250.46,255.93,279.06,300.4,287.55,271.28,275.72,303.39,154.8,167.75,212.08,198.17,207.73,239.54,177.47,146.9,171.36,182.81,213.89,208.87,208.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C07_02,164.44,157.52,208.02,157.68,209.1,209.1,199.58,173.51,313.24,161.27,279.85,341.12,338.92,205.6,304.57,311.66,164.47,267.47,169.11,266.32,225.77,234.88,260.39,279.08,223.13,250.27,170.16,299.44,180.07,146.06,138.59,194.72,197.01,219.31,134.94,177.53,162.79,212.4,159.74,160.55,162.61,169.29,199.58,169.42,186.66,176.77,189.35,155.43,178.73,138.01,107.76,283.98,128.26,137.52,99.43,146.87,141.01,140.85,176.63,123.13,179.11,124.41,131.5,136.83,212.77,134.91,138.98,149.9,172.7,172.99,201.47,230.07,198.18,193.08,194.32,220.81,178.25,252.44,197.51,174.27,230.84,157.51,216.34,163.11,160.83,136.0,141.26,138.51,136.66,190.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08_01,130.66,132.62,216.54,136.55,254.96,254.96,256.38,169.11,348.85,196.54,271.95,347.53,344.75,188.07,310.14,312.2,91.85,265.26,141.26,249.81,196.7,238.89,262.61,300.16,224.32,259.55,163.98,307.25,162.57,177.56,157.46,180.5,190.17,219.04,107.95,167.22,84.22,213.23,95.61,92.67,89.51,133.78,157.34,121.22,144.48,123.39,166.15,106.1,202.69,96.89,112.55,349.72,92.46,93.07,123.31,117.18,118.32,114.1,226.54,123.94,235.82,138.15,117.96,148.25,236.51,84.27,98.15,136.2,169.63,151.74,176.69,219.87,168.2,175.35,173.03,194.74,160.72,255.09,181.49,136.69,222.48,95.93,249.92,186.32,177.92,120.27,77.57,104.01,86.27,205.13,144.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08_02,127.03,149.41,222.89,153.25,252.42,252.42,253.86,180.54,349.0,203.24,271.66,342.91,343.23,196.6,307.96,311.24,111.54,263.43,153.65,257.56,206.66,244.18,267.84,304.36,234.18,266.94,175.63,312.99,175.79,186.18,167.87,185.92,192.65,218.81,128.44,180.24,113.81,217.08,122.48,119.19,118.3,149.77,176.77,142.6,163.5,146.63,174.56,130.28,207.87,117.9,131.79,348.18,113.63,117.83,138.3,139.22,137.91,136.17,232.38,143.1,240.08,151.26,130.94,158.27,234.11,109.72,119.93,155.56,180.09,155.76,182.69,224.24,179.98,182.46,182.14,203.44,171.54,259.97,190.2,142.66,227.12,121.06,250.99,193.05,183.09,134.31,109.98,123.6,103.61,213.87,155.21,59.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12_02,178.45,163.71,163.8,157.78,190.53,190.53,180.34,167.36,299.05,174.19,260.71,306.91,302.07,203.52,254.8,266.6,201.99,225.41,183.75,221.94,189.66,250.74,270.76,296.05,254.33,271.89,163.78,298.74,211.71,200.7,200.32,200.6,190.83,211.75,136.11,155.65,185.06,201.87,178.52,174.4,198.43,176.03,204.5,194.52,204.34,200.11,181.78,163.05,189.46,185.35,160.62,249.03,182.82,194.09,151.65,213.86,206.49,207.63,241.85,193.13,239.85,197.9,193.67,185.02,207.84,192.07,184.65,211.3,203.63,205.08,231.23,255.2,234.18,222.04,226.41,252.28,126.07,182.72,179.99,164.18,191.2,188.17,168.35,128.5,134.21,137.12,161.39,152.56,159.09,77.76,142.21,154.82,169.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14_02,249.4,242.98,237.7,237.31,214.79,214.79,184.15,220.84,307.01,203.4,297.32,330.53,333.26,251.63,293.37,304.79,267.31,268.4,234.34,285.93,260.17,292.35,314.24,311.93,287.73,301.09,235.84,339.88,265.36,189.71,198.89,240.56,228.2,238.96,217.59,226.12,255.58,232.24,251.39,249.79,268.63,244.78,272.94,260.09,267.87,266.97,231.56,236.96,213.08,244.1,210.23,251.12,238.09,251.62,203.57,270.3,261.93,263.96,263.8,240.5,250.8,239.28,240.18,222.12,226.82,250.29,242.67,263.38,252.85,253.32,280.46,295.27,287.65,273.94,279.72,303.04,221.85,256.97,253.49,240.81,262.21,262.19,219.04,190.19,205.01,210.78,244.05,221.52,216.81,180.71,146.44,238.71,239.33,169.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16_01,242.1,241.64,221.67,234.55,223.1,223.1,207.99,211.71,310.01,234.97,299.88,331.17,331.19,257.49,279.14,290.39,273.95,255.1,246.71,257.81,233.93,302.37,315.84,334.75,311.69,322.82,233.11,342.4,275.4,254.62,258.1,241.65,224.52,237.74,214.13,213.23,251.46,227.53,243.16,237.89,268.54,238.63,266.74,261.72,268.3,267.19,224.17,228.58,229.79,256.57,225.62,258.52,254.35,266.45,227.16,286.6,279.1,280.99,297.24,262.98,286.99,265.94,261.48,244.46,235.71,264.04,254.3,283.14,271.45,265.52,292.79,310.51,300.85,286.87,292.75,316.19,160.47,168.95,217.3,204.19,209.65,254.21,213.73,194.56,204.29,212.24,237.79,217.56,215.14,82.2,205.0,218.9,226.17,104.38,188.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16_04,205.24,194.19,186.29,186.58,209.03,209.03,191.9,180.7,301.37,202.79,273.34,314.09,310.98,220.66,259.54,271.66,227.18,232.97,204.79,222.02,193.92,272.27,288.2,310.06,274.06,289.77,188.81,313.76,235.43,218.18,219.25,215.86,203.07,221.74,170.05,181.58,207.66,209.38,196.39,191.81,220.84,197.85,223.98,218.04,225.95,222.84,195.33,183.19,203.13,210.99,180.65,261.19,208.03,219.53,183.35,239.42,232.3,233.84,260.9,216.83,253.57,221.02,216.28,203.5,214.92,216.82,208.92,235.26,230.81,225.96,253.21,274.47,257.8,246.31,251.17,275.35,131.24,174.33,188.78,174.13,192.48,210.18,197.98,166.08,170.66,168.34,190.98,170.73,174.91,82.32,163.41,175.53,190.61,54.15,176.31,69.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02_02,146.85,133.37,158.14,133.13,193.95,193.95,189.56,147.53,307.41,162.34,257.08,313.39,308.17,189.51,264.96,274.79,165.29,230.31,161.5,221.49,182.07,235.1,256.31,289.23,238.47,260.8,147.07,292.15,185.36,183.53,177.77,191.32,188.21,212.64,111.4,150.6,156.37,204.37,149.41,144.98,163.14,152.21,189.17,170.37,184.87,175.82,176.95,143.98,191.73,152.75,144.1,276.62,156.22,163.93,134.75,179.14,173.71,174.46,229.77,167.44,234.11,173.23,167.31,176.64,218.31,161.7,155.66,186.81,186.37,183.45,210.44,241.22,210.69,198.14,201.27,230.39,106.05,179.35,156.45,131.19,178.97,148.91,176.5,132.1,125.38,111.25,124.19,126.88,131.52,112.72,133.87,121.37,138.56,54.0,191.67,134.28,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C03_07,186.73,176.83,201.59,172.91,247.11,247.11,234.23,164.21,332.07,217.64,260.35,315.51,314.81,193.98,268.79,276.45,177.28,231.03,166.51,227.28,184.03,269.74,290.56,317.84,266.36,290.51,187.78,326.07,216.0,202.1,195.81,197.42,190.82,214.4,153.21,186.14,161.8,204.97,160.17,153.69,178.19,176.82,206.86,189.56,203.32,193.26,176.17,158.92,205.47,174.92,159.18,307.88,169.8,178.52,170.67,201.79,197.99,197.36,256.77,184.42,250.12,193.79,182.51,183.03,217.48,174.88,166.35,208.54,220.03,198.53,224.7,256.76,230.32,225.95,228.6,251.31,129.12,193.71,184.04,145.4,201.41,171.47,224.53,183.31,179.41,151.67,152.42,140.42,124.43,132.61,164.62,114.58,131.88,102.02,208.82,137.05,103.62,87.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C03_15,196.23,192.8,178.73,189.78,195.68,195.68,187.59,173.77,312.34,184.17,271.04,313.93,314.22,221.12,264.73,272.45,230.52,232.53,206.03,241.72,209.47,267.88,285.37,311.92,279.72,293.81,193.19,315.27,236.24,218.54,221.86,227.06,215.69,232.91,168.34,174.28,215.75,223.88,208.75,203.95,229.98,196.93,238.43,229.8,238.59,234.61,206.55,199.33,220.02,218.55,198.91,245.63,218.2,229.01,185.63,244.98,238.57,240.5,267.68,227.42,264.36,229.31,224.34,219.51,227.19,227.38,217.2,247.84,233.15,233.47,259.76,282.91,266.65,249.12,253.83,283.05,123.19,149.49,183.53,168.76,182.66,212.9,172.91,144.11,154.89,160.34,192.2,180.93,186.34,51.47,172.95,182.04,190.26,61.62,181.93,83.88,67.07,81.79,109.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C04_01,112.43,120.56,211.07,123.63,229.64,229.64,230.4,161.05,326.43,171.62,264.91,340.02,336.57,179.98,307.95,311.52,80.21,264.05,130.21,253.79,203.46,212.49,240.56,273.75,199.71,235.2,146.9,288.53,135.79,147.84,125.91,165.94,177.29,206.17,99.4,167.12,92.84,202.77,91.69,92.28,78.09,125.9,153.26,107.2,133.53,114.23,164.75,102.03,180.85,63.22,96.25,339.75,79.7,79.81,103.7,93.54,89.56,89.37,197.56,103.4,212.72,109.23,97.59,141.62,229.48,70.95,85.15,115.43,147.33,129.96,161.94,202.4,149.26,151.32,150.76,175.36,164.61,262.95,172.75,136.64,219.97,83.76,237.02,175.89,160.42,103.11,76.73,92.92,89.78,222.18,119.06,72.52,79.57,167.23,218.67,235.83,192.59,135.01,151.41,196.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C05_01,126.94,156.98,222.17,160.56,248.62,248.62,248.24,177.86,346.34,203.42,263.58,333.56,335.82,192.77,299.45,302.31,120.51,254.37,153.31,254.34,203.78,245.47,268.6,304.7,239.6,270.39,180.0,314.22,181.57,188.1,172.14,195.5,200.29,225.07,141.02,188.88,132.93,223.27,134.9,131.39,133.45,157.74,188.51,157.65,176.71,161.8,184.1,144.64,213.15,131.4,145.09,345.45,131.15,135.96,150.07,152.43,150.21,150.14,235.74,155.02,241.9,159.38,141.54,169.61,234.15,128.35,132.94,168.49,188.32,160.6,189.81,229.12,189.34,187.95,188.71,211.23,168.12,253.13,188.37,139.72,221.39,132.26,249.22,196.98,184.2,139.95,125.18,128.88,114.66,213.71,160.88,78.57,32.55,170.62,240.59,223.88,190.31,138.68,132.9,186.23,91.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C06_02,165.05,154.5,214.37,154.78,229.66,229.66,222.31,175.13,314.7,192.33,278.28,342.4,333.3,201.47,303.3,310.41,150.37,267.35,165.45,251.48,210.38,240.91,266.71,289.54,228.25,258.14,170.41,306.92,179.86,170.88,159.06,193.7,198.02,222.64,142.2,196.55,155.12,215.03,140.23,140.61,142.25,171.23,187.66,155.93,175.46,163.73,192.27,141.96,179.12,125.01,94.02,312.68,121.06,126.6,119.0,128.91,123.37,121.65,169.78,98.19,169.3,105.01,126.18,137.2,219.48,123.03,126.81,129.84,180.91,166.59,196.78,225.99,186.85,188.76,189.99,211.41,170.77,255.75,192.02,167.53,230.37,142.81,238.8,191.96,176.49,142.91,133.11,118.45,129.42,208.2,79.02,131.37,149.04,149.4,196.26,213.32,164.74,130.48,154.77,183.09,116.08,153.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C07_07,142.12,142.8,200.6,141.6,201.3,201.3,196.72,156.81,298.12,167.55,271.36,335.11,329.75,195.55,295.98,302.78,147.04,258.1,159.72,247.06,205.11,220.06,244.89,269.47,214.44,241.76,153.4,287.91,161.44,160.73,150.28,186.0,189.93,213.67,129.11,180.72,151.22,207.87,138.44,137.86,140.8,157.99,185.28,152.68,172.13,161.13,184.63,139.48,176.12,119.77,98.69,296.69,121.35,128.09,107.93,125.85,117.56,120.21,160.13,105.41,168.17,103.15,122.55,139.48,212.14,124.04,123.91,134.26,170.11,158.95,191.1,221.17,183.85,178.24,180.46,207.15,148.83,232.39,169.24,145.15,205.76,130.93,218.94,173.01,156.44,125.76,125.71,113.47,126.68,191.41,70.26,124.6,136.85,135.18,186.96,196.75,152.23,112.83,145.9,163.19,104.13,138.6,47.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12_04,192.87,180.46,182.09,173.15,208.07,208.07,193.45,166.25,294.65,198.64,259.99,306.18,298.22,202.63,253.08,263.94,206.67,224.09,185.72,212.23,179.83,259.62,278.33,301.24,263.03,280.48,177.56,308.46,219.45,209.38,208.09,211.13,201.56,221.64,165.77,191.25,199.11,210.02,181.81,177.38,203.78,193.68,215.28,205.21,215.51,210.98,196.26,173.23,198.28,194.65,169.66,276.68,195.84,205.74,178.25,221.93,214.87,216.28,249.13,200.05,243.54,204.73,203.95,198.9,218.3,202.96,193.71,220.29,224.53,213.71,242.86,266.09,244.54,234.85,239.56,262.85,122.91,178.85,180.95,164.45,193.19,194.37,203.34,173.43,168.06,160.69,176.9,153.02,159.17,113.06,154.23,162.5,178.11,65.82,185.17,102.42,51.48,72.65,95.14,80.3,176.61,175.08,141.68,131.75,0.0,0.0,0.0,0.0,0.0,0.0
C12_05,174.62,161.59,176.27,156.79,204.84,204.84,195.14,155.78,297.87,186.61,263.68,315.51,307.7,199.13,264.78,274.92,187.55,232.79,175.99,217.58,181.51,249.03,268.73,295.75,251.6,271.73,165.35,302.55,203.3,197.11,193.01,199.69,193.47,215.83,144.93,177.81,179.2,205.18,164.35,160.01,183.07,176.91,203.25,187.73,200.82,193.83,187.48,157.87,192.98,173.86,154.61,282.25,176.99,185.32,160.61,200.92,194.86,195.55,240.19,183.08,239.1,189.41,187.25,189.13,220.73,182.94,175.41,204.01,209.53,200.41,229.21,256.07,229.42,219.79,223.65,248.79,109.74,174.6,166.63,146.49,185.83,171.06,198.97,162.5,156.37,142.61,152.99,138.58,141.21,114.58,142.4,142.46,160.67,61.51,186.86,111.44,58.99,53.37,84.42,81.36,157.23,159.45,130.07,118.1,28.04,0.0,0.0,0.0,0.0,0.0
C15_02,181.67,184.94,212.49,177.78,230.41,230.41,218.14,153.48,297.19,222.77,249.21,305.12,297.78,186.86,254.45,259.41,178.34,216.6,166.21,206.13,165.11,258.16,278.37,303.02,260.95,283.52,186.19,319.35,206.77,206.45,199.73,200.39,195.43,217.18,175.88,215.82,182.16,209.91,163.29,157.15,179.07,193.09,204.07,187.19,200.16,193.12,191.19,162.83,203.24,175.54,162.71,319.43,179.59,186.86,185.95,201.43,195.23,196.83,246.67,183.78,239.77,188.95,187.1,193.56,217.17,181.97,170.08,204.55,224.59,192.34,225.3,251.26,224.56,222.31,226.6,244.77,115.7,192.94,167.95,139.99,186.57,169.25,237.02,210.51,188.65,167.57,167.87,130.96,141.59,175.46,176.47,134.64,146.57,131.74,226.15,156.87,125.77,111.27,90.07,140.73,154.95,140.98,151.08,139.14,99.37,93.73,0.0,0.0,0.0,0.0
C16_02,190.44,194.21,195.87,188.8,202.3,202.3,190.66,165.66,296.93,199.67,272.95,318.33,317.09,217.39,268.34,277.16,218.27,235.98,199.57,233.06,199.67,262.03,277.59,303.31,271.41,287.24,191.26,313.12,224.83,213.87,213.13,214.92,204.49,223.0,174.21,192.47,207.15,213.56,194.28,189.22,215.1,197.71,230.71,217.78,228.58,223.72,201.41,188.24,208.79,204.56,184.49,274.7,207.64,217.35,188.23,232.78,225.97,228.24,259.99,215.15,255.73,217.56,213.69,212.02,223.54,214.37,204.33,236.0,232.53,220.85,251.13,274.8,255.88,242.14,247.24,273.22,111.61,151.06,170.18,149.76,175.2,197.27,203.09,176.88,172.84,167.72,186.52,166.16,167.07,103.7,168.13,167.97,176.83,84.73,189.71,74.11,61.87,86.24,96.38,69.87,183.03,171.55,165.78,145.06,61.36,60.94,99.63,0.0,0.0,0.0
C17_01,174.52,173.15,202.96,167.12,240.42,240.42,226.22,151.39,324.54,210.57,229.15,288.59,291.17,162.4,246.57,252.41,156.99,205.11,136.42,215.25,167.26,256.43,278.57,305.27,255.45,279.69,180.31,316.9,201.81,194.18,187.34,196.8,191.03,214.11,157.58,194.76,159.79,205.4,155.85,149.67,170.89,177.16,201.48,183.64,196.9,187.26,174.86,156.44,200.35,166.14,153.52,313.16,161.69,171.42,169.4,192.68,187.58,188.4,245.79,174.85,237.39,180.63,170.49,172.68,206.47,165.07,152.25,198.06,214.75,185.45,214.23,247.04,220.04,217.43,220.41,241.37,139.58,211.75,186.69,146.83,205.44,167.37,226.47,188.87,177.2,150.49,151.91,130.47,116.09,159.96,159.01,107.28,115.88,119.62,211.29,160.81,125.48,98.44,55.97,129.34,136.6,110.31,147.05,135.75,106.45,99.23,81.5,110.9,0.0,0.0
C18_01,116.6,122.26,216.5,127.62,236.07,236.07,237.61,165.25,331.27,178.38,271.91,347.51,342.74,185.73,315.75,319.58,78.96,272.33,135.25,259.94,210.03,217.37,245.78,279.32,203.45,240.12,152.69,294.77,139.26,151.06,127.67,171.15,183.41,212.75,103.99,175.38,95.55,209.24,92.88,94.45,73.97,132.42,157.9,108.86,137.21,116.48,172.67,105.95,182.48,57.1,89.96,343.8,71.73,69.64,101.4,82.24,79.86,77.76,192.74,92.37,207.58,100.65,90.05,138.39,232.29,61.36,78.97,107.45,148.03,129.13,160.25,201.69,146.41,150.55,149.37,173.4,169.24,267.48,176.19,139.39,225.54,80.07,243.02,183.18,165.74,108.98,74.77,93.19,89.67,229.03,115.87,74.43,84.85,172.98,224.11,241.6,197.49,139.52,155.69,203.31,21.7,96.71,106.94,97.98,179.87,160.08,157.6,187.63,141.39,0.0
