,C12_05,B27_03,A69_01,B44_03,C03_02,A26_03,C15_02,B73_01,A68_01,B15_02,B40_06,B55_02,C08_02,B35_01,B27_05,A33_03,B08_02,A32_01,B07_05,C04_01,A02_14,C17_01,C03_15,B15_12,B58_01,B55_01,A02_05,B40_02,C12_02,C16_04,B58_02,B15_16,A66_01,A02_03,C12_04,B08_01,B35_03,B78_01,C14_02,A02_06,B46_01,A01_01,B54_01,A33_01,C18_01,B51_02,B07_02,A30_04,B45_01,B57_01,A74_01,A11_01,C05_01,B56_01,C01_02,C07_07,B44_02,B15_10,C08_01,B15_17,C03_07,A68_02,C16_01,A30_02,A23_01,A02_01,A02_04,A30_03,C06_02,B39_09,B48_01,B15_13,A30_01,B27_06,A02_17,B27_07,B15_18,B27_09,B15_09,B51_03,A02_02,A24_02,B42_01,B07_03,B15_01,B39_02,A29_02,C16_02,B27_04,B40_01,B39_01,B67_01,B53_01,A03_01,B15_03,A31_01,B51_01,A02_07,B57_02,B38_01,C07_02,B15_08,B27_02,B52_01,B37_01,A26_01,B14_02,C02_02,A26_02,B18_01
A30_03,13.80613825530097,15.176431035889117,11.848065405106805,14.46730192980201,12.392118819210742,12.331849572451828,11.92616556649204,16.404190036605378,12.03200742707162,14.733498552464575,13.629048574519024,13.52741542241188,12.589616728289059,14.452186759359103,15.148745738995542,10.799295443638774,13.911298836726518,10.502905866618978,13.388079150357783,10.661770862474993,10.948736753169937,12.205346419995147,12.240416604232754,14.152141154080951,12.101421338089068,13.184147594110089,11.40106865303093,13.418245563313496,12.792699465056883,14.149289282916778,13.289313508392052,11.82071530685688,12.095923293679153,10.960621965922224,13.803269828721955,14.221659718722172,14.86221750613558,13.196194565078288,11.856357458262961,10.976846689579993,13.001892770661497,12.389612855937958,13.526316567284049,11.12597315033203,11.905867653858943,14.241386549811235,13.345511870662907,5.087634660587096,14.91301065922189,12.954522607012061,10.52825367697748,10.084982017222282,12.647637569598768,13.523889704220245,13.160352192764698,12.79805556454058,15.278496368398269,16.730925423275004,12.341744557650916,11.339070130313315,12.120878041546126,12.231606081169227,13.972775030549696,1.403366628709934,9.889845123929788,11.048560004838565,11.814019605996421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C06_02,6.9038470775679075,14.835319026021292,15.308016140867313,14.586776732887037,8.954155390125871,13.808928763761788,10.703608260528695,16.92576299096504,13.799817557594837,14.066318238612931,15.169963683714993,13.862759814306049,11.27416077521453,13.995459705425143,14.798742854942084,14.481562986263596,12.367235303302254,13.898924047480875,11.599528685941985,9.45594005183884,15.373530979022158,10.9713043275289,8.21949485700461,12.512329655382283,12.861870443019779,12.621195844552389,14.91258826818896,14.455872307334015,7.9427978000673445,9.137095516955807,13.265235150981324,12.581327812084009,12.739577168086607,14.126875596585302,6.951538291140583,12.574268302064416,16.064233170129643,13.45948715289304,6.664450412769367,15.35480407848772,9.24638276428723,14.601992151935884,13.79778707161755,14.83763167931553,8.832930732887295,14.738259886269304,11.726275271502345,12.552001089702465,15.988252311166203,14.42611887292591,13.924761728815982,12.832046910639624,11.047975524997119,13.804110297351722,10.673781273963016,7.827111041357315,14.768452524208003,16.957337046903408,11.800093499600662,13.362701026759304,10.680267390400195,14.80090260209858,9.615897329243325,12.992024266510763,15.023644717093179,15.7053114840022,16.55025231104181,12.96764729446754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_09,17.729578229308387,13.068993526490223,14.50688986469389,14.240027884144954,16.59918351379264,17.58206726354054,15.772335539570205,7.774515593365006,15.783549287554653,12.856777545258174,12.901893205845724,12.659489606104124,15.822178563534713,14.144230660777694,13.04907762159892,15.476668793818817,13.383557216133129,17.34015831588007,13.81357669636271,15.395616209530267,16.847917640182832,15.514512186405286,16.80705388942289,15.483270546335486,16.09992211114256,13.512250649941297,17.542492346058044,12.870612739547566,17.009771163585697,17.03008923499545,16.826101687129604,17.64068095181997,17.11748514362159,18.424797733883757,17.737688087303162,13.099064853960012,13.190615798103165,13.718677009254302,16.852791988921233,17.138479725264354,17.914563961140654,18.598618437451183,12.898718665811584,15.75450783566644,15.496885426654243,15.143816045273377,13.769353177455468,16.090324806520268,13.783819978112065,17.711581523933685,17.651108339057846,17.718291991064167,16.269109487248265,12.635529173147907,15.938921731162745,16.294225526729377,15.336377705919954,7.97135740562615,14.741032461075783,17.849021511419128,15.798633122301597,14.917489270508616,17.06430590463947,16.654115583665693,16.422437731658285,17.50848840274602,17.973689065043004,16.55728257440233,16.881329006511464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B48_01,14.876400993048666,15.146961971180216,14.671165517727584,10.057619470905504,14.330854511803048,17.38874969864713,13.913899732457908,13.75424374627948,15.673640001840601,11.334289071884841,6.476446727874251,12.596900643500312,14.272618278096662,13.279529245485323,15.079930787056481,15.569365345549816,13.824551287710877,14.645703154947538,13.224627926803175,14.041422809069307,13.966785562113213,13.792108115480907,14.582903120904804,11.055734434800154,12.03738572893673,13.53856793952396,14.489940647971295,5.237334217083645,14.646525712070089,13.985996412822903,11.99013289747077,14.025616099471431,17.32051585955308,15.71188019386225,14.870077293284155,13.578969668065122,13.027411656843901,13.801648355503108,14.348783305210286,14.15649776314931,15.480806514598568,16.573464603726254,13.045563346536394,15.849478195868112,14.890876069493716,13.775969776686173,13.337047675813189,13.483400095591186,10.411996628693535,13.224083318120599,15.07929970992172,15.35633900787472,14.827384307942625,12.582473490711545,13.886680583691803,14.786019600960175,11.771512516946599,12.612141341899271,12.798877327414644,14.705373810599653,13.746497115376478,14.933307794411375,14.266290761578363,14.213365342594328,13.45433286385767,14.574775120140616,14.597169522456833,14.199755924691381,14.713992559977186,12.433732303324616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_13,13.676056466246841,16.102006034123658,13.381170431739232,11.116708540207572,12.59555238186329,12.222563405966392,13.837371030128493,14.931267304834059,12.991983768376079,3.8482250882328786,12.959357541419289,13.555688213505794,14.301953588102593,10.46187888741389,16.03435424530867,13.405857875060077,13.653235692140235,14.859729817021208,11.687305549205666,14.17181548936079,15.637565683885269,13.981604436361378,12.364739940474731,9.429383612552021,11.713752374922475,12.570253315226006,15.957850163417191,12.52153717086784,12.956945514545135,14.411086018809181,12.9737045516389,11.548061912462677,12.271796632627527,15.428572628912757,13.70359960352187,13.8325417350232,12.844643105286071,12.28945733990415,13.47619736786726,15.72740096503928,13.721772036818264,15.863270514559364,13.368476175145918,13.82455128920076,14.708226666817861,11.359478341454839,11.650495701581864,15.107390492445502,13.323359066345757,13.789078601796112,15.44269834798105,14.533403877025387,14.426206688865031,13.528014773314956,14.771712894380036,14.279939565301985,11.467856030345045,11.45506268477554,14.523781367865258,12.316185023539099,13.868266216846024,13.573618575150984,14.127919689782244,14.674332028203152,16.241451733626167,16.085672946551288,16.89200611188245,14.663654902112059,13.827854258451541,13.330517880004745,11.807962423980692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A30_01,13.424862281508979,15.458106862320472,11.132414073174166,14.568822982508047,12.776756560306112,12.59708198705776,12.208473859010125,16.035205539636742,11.09810234315626,15.424932624215753,13.709184152568092,13.338999109066314,13.273074444237826,14.5021807381807,15.434228217677846,10.140462329650537,14.152082407344743,10.18880999134664,14.329011343990288,11.484071462634065,10.578435647820069,12.387821952571903,12.676291554829602,14.658272369481038,11.981047390460553,13.621266397253628,10.775167873037878,13.481435467171304,12.90975379062675,13.446564756518853,12.809648994519407,12.48716999152997,12.106120917839144,11.031750426850007,13.43708375183758,14.465437035878447,14.749832968306524,13.688086448574463,12.394328388011916,10.602219245234055,13.051540644952533,12.913443654109763,13.350154905278096,10.43055528488763,12.634476978613117,14.551624929596588,14.269836233549277,5.282034312391521,15.503447627970639,12.536119813771986,9.707492050565667,10.339219806091462,13.327241604342824,13.338221142730855,13.471683403185745,12.767228779931179,15.792342199783208,17.231044995775456,12.281863600509674,12.143393602870828,12.401430495339742,11.318236557645955,13.903251743237572,5.7841212665358785,9.497925103210392,10.602159649312332,11.132543649465319,5.652853223039477,12.546105396184773,16.527650482655456,14.03237419647539,15.240200931958093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_06,15.74797154543362,8.341569408108578,16.699369815474046,13.669010300842327,14.117318892490792,16.732235212941788,14.052012001731695,10.553034209226615,17.17240583159183,14.455852298992012,12.035490846474769,15.483244571689411,14.17100674847439,16.824596675486223,8.341064295242147,16.056999589303718,13.800893607962776,16.30431712575197,13.930864274306765,12.721906365278885,16.2141029105207,14.046373717114092,14.241022492375496,14.13431653428515,15.812905878490657,14.567659241202474,16.6548736975184,11.791130692484076,14.51412951180535,16.19104912681775,16.96585807989673,15.728565258952196,16.428758889052,16.17006244856293,15.77213525993264,13.863141008881938,17.118903906884,14.989396566974822,13.802718206540527,16.394168697243604,15.50079384481299,17.134442003402206,15.870107636213774,16.299576378303634,12.387306055986237,16.412644196515362,13.826556787478749,14.435947859154293,13.025305480879169,17.706429244213854,16.560381001872692,15.779890755259267,14.566947913034856,15.376833828193979,14.448828529114454,13.54325099225479,14.022445739762023,11.460456413828911,14.340387268000535,15.749698616891306,13.770184819976699,16.857150807960142,15.867628373546022,14.089657972389883,15.942310460251193,16.818232298704192,17.770750321356996,14.017401586539865,13.661030655951043,11.167130230703735,13.02752103556515,14.59351212776304,14.709273449515853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_17,14.421142152418106,19.70766447042006,9.627233619895764,16.172801243793423,14.743809794221967,13.85665115029869,12.113818002533833,17.662245408282146,11.562796696797507,17.324320580153802,14.618088496518697,12.908704748627711,13.075973432896568,13.8112713487533,19.66184682660107,12.658247530204282,17.604148728758496,9.120719615613618,15.649465437473527,14.694675715012494,5.809390093739104,11.933902317762756,14.550691436396214,16.793755682956334,11.124751236848661,14.048664121306484,6.648115966855681,15.21006208600118,15.106655702902048,13.892487521924634,10.692627265684056,12.49967465555993,14.894481100867745,8.132863739928784,14.405110639658053,17.86084612561462,11.655073359219758,14.17250650240025,16.51794399647786,5.9036476827987965,14.796562962280834,12.301758230918692,13.18665243131912,12.948045718745112,15.725634478053037,12.730628744040635,15.777638522908042,11.110484260659149,16.711968453965955,10.68614195943997,8.65575183016406,11.377014293889935,13.16806242241563,12.900607588655934,12.662056673613447,17.120885547024347,17.68439192070167,17.637618708070267,11.226190583078377,12.325283686870712,12.145526568487897,9.997454863873866,14.378758837907347,11.93415647761364,9.89192679452031,4.809312143344158,1.4609958729041452,12.030627256797663,16.74133897044348,18.038137512757384,14.691239831969261,17.029015744791437,11.346594895750465,17.94055085443839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_07,16.334815789131383,7.917175241558336,15.70944846257088,13.51130830370078,15.26320121739883,17.8863888556525,15.067246723524573,9.18262081924059,16.60487082500392,15.452967126517958,10.770223238787215,14.418130454241776,15.653027171919078,16.269572682677484,7.907863617261524,15.290371803033272,13.573963352295575,15.904896472577088,14.967938468085562,13.782159907052957,15.301368899035522,14.962145491104362,15.195423121312688,15.16863604426905,14.968453965732257,15.193110658659968,15.834281202368583,10.05660713571292,15.573842292569092,15.87030005389829,15.736878115452633,16.584264816619783,17.37238312568255,16.809882291949,16.33208477439535,13.74464303691217,16.54141991717242,15.71934116385372,14.773821990914296,15.45746650997682,16.524054823202967,17.536391149513296,14.798612511125732,15.576218169964411,14.040252823275894,16.862581793947466,14.99626535467554,13.260835027694325,13.135506237041515,16.56274891316419,16.046312109146836,16.094670488779922,15.854456324983298,14.306756068137464,15.701552009238304,13.406249352751852,14.695934013940857,12.771679144357549,14.459465204594322,16.84216611931441,14.81010213539466,15.984201490638437,15.977402565109283,14.00360382714739,14.38747332259157,15.814377650530735,16.584210601746218,13.937634990710132,14.45897568776302,10.25753511248878,11.451087109529343,15.454340879567113,13.982985872479794,6.716953932966673,16.77940578511466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_18,15.454523537641272,13.663179965650626,16.061190884536526,13.456971951319908,13.893477929615072,15.153609140900285,15.673175014232728,12.109489863831104,15.664752503416935,8.287401887787475,14.543273633727459,14.53040003063722,15.635953446232186,12.25158697121024,13.625285608918507,15.914752873716361,14.938666846351015,17.40273065340716,12.59661985071136,15.791978310079315,17.928332094144817,15.826832313722882,14.247225069771392,11.80876751902842,14.511031527828386,13.578829931117825,18.295716159926833,14.10176720394361,14.21199725098896,15.605297118272672,15.645251075915697,14.686754058695836,15.032289652361461,17.88002844087155,15.483933966008419,14.551820326489837,14.528126174688943,13.850853234543585,14.471676115176212,18.094281017355204,15.195170843259403,17.891987217336496,14.72058908633913,16.233295686570905,16.186088079904827,14.275151094455094,12.537357190580595,17.052060741664537,14.887746337500152,16.478764066135604,17.754552596800576,16.788646447708885,16.255001051438303,14.477007137306208,15.759962087901775,15.638685678497968,13.77666894781058,7.166114891008236,15.835261792960704,15.41258889258451,15.68898031104337,16.23833920616144,15.352350906967617,16.646851527845122,18.54355255449117,18.486872073690844,19.127725762401724,16.612590110122042,15.289233523950358,9.642261865027807,13.228105952716804,9.121972007316504,17.25985739775271,11.65122037649452,19.25393019169166,12.883845185804182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_09,17.293209945013437,5.045466878767395,16.624035240277745,13.358632208602813,15.32541726976168,17.221321317148064,15.775623436102935,10.942011238870586,16.83296274042724,15.920277072863465,12.728229693144593,15.865955131203169,16.431122409568328,16.94164315776531,5.048929763867004,15.451044253855102,14.976034580239803,16.219853002127305,16.423996033658494,14.759420734020749,16.23968505851722,15.836417853682665,15.202815087917745,15.760152714569886,15.768979804165667,16.437369579678478,16.836641588454388,12.64354791704453,15.780522273349058,17.017813203104243,17.509969200419317,17.04927412750453,16.855028791397658,17.573879077864532,17.316230258214958,15.208517345666731,17.958691522127793,17.038084734473703,15.719423819027758,16.34930829390188,16.74109924318381,17.658145748743493,16.208153353754405,15.723189912422484,14.424269345753263,18.39211876799272,16.343527008219638,13.496202598827864,14.085736164770168,18.0117483313626,16.247831655008387,16.137747649134212,16.560388126840287,15.770224510145846,17.3059693900661,13.173798877508116,14.399989752834307,14.349830996062703,15.571033757783036,16.572654566274185,15.684734046955585,17.00550714466437,16.86232978965442,13.906480449124574,16.348331133797547,16.74020143051422,18.07290120746218,13.840182451724989,15.201324858082844,11.922818144055014,14.269084486616183,15.883791581541079,14.317118678290587,7.669733999915161,18.31359135026025,6.6425977957662825,13.443899148216484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_09,16.679889819944872,15.487474789354929,14.661792656537848,14.306591414083544,15.810769310302026,16.02091994889623,14.770947483564811,10.925533429712582,16.109058466692126,10.898444052355849,13.27441258092666,13.717623305459945,14.495160963029978,13.713779081602523,15.451675067777856,16.77138096575121,15.285562921707688,17.910429060211754,12.418100539423788,15.170213230654017,16.27997182539566,14.501771450606496,15.992228456877923,13.757029892284935,15.639349984004848,12.945049824146908,16.723733866894605,13.563282099179743,16.080851371014745,16.866166157124788,16.205005029092153,15.765370510274733,16.215977200640683,16.503719288062715,16.68310340335339,15.02102012764938,12.568959599383545,12.816097355017979,16.543766424937708,16.581162281935185,16.894883429620972,18.35124226284042,14.043436410845821,17.067350776424952,15.531799931904958,12.632833947603515,12.38507598320641,17.104670819702754,14.032036064581964,17.39333077510037,18.22106690381486,17.408743882946382,15.031687275622318,13.69585337285021,14.414438588563575,17.700386000201807,14.962755815846096,1.8941268265805407,14.564312824322394,15.844601650470754,14.317877332243556,14.702488558341596,16.793359061576723,16.760800610625143,17.39746819357669,17.059300225442467,17.475556420879823,16.72586309559035,16.964829164813455,7.79510373966947,12.427446703563833,11.378193089229287,17.260997505958038,11.361071900697869,17.558329771300745,12.594625176326154,7.0426937541283055,14.205532835181826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B51_03,14.255728509498756,20.185084887815727,12.285593260767945,14.834347299687586,14.363474259174518,13.696113498454514,12.607377826914208,16.193493874753617,13.54173355644374,13.6067239225253,15.507227260930923,11.350156321107791,13.147454695567786,11.377417628154396,20.162855852324398,14.532988583885338,14.316693792753695,14.694748782797644,11.326976431202421,14.500295765907673,14.06532465517079,12.378002217968247,14.051467853006589,13.75128124524235,13.1750671275705,10.44886639723666,14.318688091804383,16.041034603291948,14.668906012640475,15.028404905591424,13.112191714189771,12.737428710256516,14.074953993002445,13.819625217018189,14.225521535297117,14.5944161876376,10.101772913227732,7.9124539149764415,15.9266175185624,14.158510581122309,14.838533511896577,13.785449593651808,11.345281042199947,14.116269997912061,15.221480022111173,6.424478270500823,11.518364906769005,15.70717312404579,15.676923999336335,13.76478373224432,15.190535855276607,15.010952864768111,13.007194807435633,11.407336883005648,12.948641798780324,17.187777571320996,15.552446333732748,13.947706393776897,12.905676837767984,13.030564536342698,12.261660830001762,12.470767831456829,14.968360105620024,15.492145824060318,13.47417879857779,14.28039200232307,14.2165872636834,15.457601272486693,16.064404865961592,16.076394336301135,15.042583908185247,12.904094029155479,15.746768520499103,17.39476416021034,14.290882215306972,17.880349142899906,15.458195816735328,19.30174907813563,13.935523629938446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_02,13.290860546210308,18.712014010768858,8.592292547339394,15.3506209591235,13.61399947825194,11.635551396756604,11.532553360966688,17.50284280341634,11.061069697348863,16.65154337164928,14.396033806525796,13.254473315763352,11.804392114175844,13.473610610334052,18.669882100871405,12.826199203964979,16.92385978826898,9.949492627766723,14.894474593409239,13.478647231550145,4.251349264041361,11.102070230174254,13.390678872803125,15.462893137489983,10.758553675398778,14.08557609010727,2.858754622491569,14.969819220993019,13.3444339773039,12.988775444004048,11.242904974058384,11.764511785483698,12.989828440110323,5.240087637833605,13.284365348950903,17.231197723117376,11.812433967428017,13.888799327227451,15.566790880455414,4.282939545605917,13.018932803705656,12.22438578918572,13.510744633074806,13.051794293527703,14.308739290355856,12.923595021491721,14.919724665337574,9.929183668198396,15.793283957244464,11.709761718238521,9.502458484943466,10.954000177914022,11.676402408054829,13.352783625178263,12.178527436518873,15.911008250952841,16.52986280158622,17.07054693565912,10.678695145095254,11.355365707697594,11.016010444246886,8.117617569239105,13.703937310970286,11.41359768027149,10.933956000606447,3.4799779220713036,5.667371261000264,11.362694051979885,15.36366066644696,17.81355121688539,14.937929626978642,16.341070551857104,10.671202577823554,17.075815780317384,5.888228865991364,16.266748642292384,18.695541097479534,17.23116119094592,17.15826552806331,14.374435282567953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A24_02,15.078647212532186,17.44097551452016,11.858791333108147,14.441688521414873,14.879049505446698,14.921896600677508,13.163639026732474,16.270725318087994,12.986047236660662,16.438132968576646,13.64457552829566,13.841352888146428,13.563919418373803,15.312686373113989,17.40531062259267,12.108324449524828,14.054755716633453,10.795828180594226,14.429881942398112,11.94667397000866,10.799966637438077,13.118193098453288,14.599373314875645,14.362686914787254,12.557495496563973,14.336579463452303,11.221359989291226,13.499121465507558,15.172766766272964,14.933973787896473,12.792619540134236,13.330746996403871,14.928185564568123,11.899615618594689,15.083084447874352,14.371257565863393,14.401751869824169,13.9207474846622,13.944414623327393,10.916947228328468,15.295318666151843,11.810046910791065,13.889665642243777,12.096848612464157,13.145371952549665,14.157108180429141,14.34875817476242,8.874811009832879,13.547961539745527,12.833629404523634,11.439072648595406,11.687262100017028,13.510471231570548,13.793378612951397,13.355547685066314,14.726888750077734,15.0708656409229,17.241925604064775,12.918514379671407,13.396074902383283,13.168001006898091,12.03454535449994,14.393475235545376,9.699458823765065,3.947195227607015,10.883775335328792,10.73240732018542,9.728071415365218,14.649102673110274,16.55238535751096,13.849466551764456,15.92004032728796,9.884198447664316,15.601980164366815,10.779620327625352,14.653173848241545,18.262752181162014,16.34291956449821,17.218906242216345,13.39894340602505,11.15376783518057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B42_01,11.84216923247228,16.141172515590302,11.712963733669945,14.051016885096843,10.832300562663361,13.44819801815366,11.244073175210234,14.242650919681168,11.983719239935695,11.962759365525095,13.460319169311296,7.197675764282171,10.923226717521421,9.45571971280151,16.104257330388425,12.776266201569854,8.443160521391622,13.417336370815503,5.791894306988119,11.934044706050017,13.879644845453898,11.20859454295922,11.235276062126273,13.77950573001456,11.982194960022602,7.566336306664177,14.086531090793578,12.915912935991752,11.1500010716885,11.154621016261698,12.58794687060356,12.547953216320883,12.980580429751216,14.7712890432389,11.856787438062948,7.921653765785908,10.144560025605685,8.46981601229658,11.711508567695397,13.948205660728135,11.363904840997748,14.14290176142227,7.778161778782143,13.084713719051505,12.501372619641351,10.23086400992351,5.572991510797748,13.241288015014035,14.133012067306664,12.947876392632612,13.771594373111967,12.882829616750687,11.519684158054254,7.244358285651648,10.993131106796392,12.692891089864924,13.76488220752799,13.158039686176014,10.40182665747072,13.396905873090903,10.952124664856438,11.828269053542966,10.454070216522446,13.93306429207723,14.45526430131309,14.425203538257337,14.868056843615797,13.859821487471132,12.491563014211636,12.72514994853417,12.210603167363068,12.487111824946425,14.123801661645247,14.34553751165407,15.031640226467102,13.99493579254462,13.301665927754026,15.760294692765628,13.162781361305177,11.936405333857477,14.50176963007708,13.793773279297891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B07_03,11.397323507324302,16.851780550596697,12.879037616285514,14.487377984037533,10.295454695931191,12.658036983817398,10.805025788953097,15.331040579660428,12.794869487543082,10.667351440098201,14.328670263301415,9.569752899525135,9.757216704519884,10.522452566671408,16.809787888134306,13.812010736886135,9.643584993720296,14.524791855545109,3.2925920399766104,10.77415102209483,14.920156178193436,10.831055586311992,10.696770380090506,12.69944573800986,13.065639540481444,7.412710113248341,14.967301447301335,13.798198360757118,10.475512434569266,11.965278376226328,13.869682950089114,12.00878185527524,12.211470557824065,14.25800935149859,11.420279608351926,9.221046065905837,11.245425530754531,7.787285338805015,10.585804236017967,14.999194267159286,10.784058511658431,14.115960073439997,10.008580386448054,14.12155466527903,11.262898697503285,9.752846667607379,2.3066841358250048,14.084638543123043,14.764688428159536,14.358072123475328,14.823637083372915,13.140929531620316,10.534282132464973,9.516856960312435,10.004298501201486,13.208292626360477,14.173324372444187,12.306100165043704,11.07006897976954,12.679934283091889,10.470047575230899,12.679521155245661,11.088379891626294,13.591836917826752,15.459829752289506,15.490295619188398,16.066153365740433,13.593174433842051,11.851500345932118,13.497735017259272,13.05304671604688,11.29294720505912,14.517272250912784,13.916189179719984,16.20523361880359,15.136970375795798,12.303088712607153,16.50945454637849,12.247649285959477,11.559765481636855,15.438340516239263,14.491239301488717,5.929614414913565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
